"emp_no","dept_no","from_date","to_date"
278620,"d007","1990-07-11","1997-10-20"
54618,"d005","1990-10-13","9999-01-01"
91324,"d004","1991-01-09","2001-12-30"
414658,"d009","1998-06-27","2001-07-30"
39754,"d005","1998-04-08","1998-07-14"
278139,"d005","1989-11-19","1994-02-18"
409888,"d008","1989-02-19","1991-11-28"
227647,"d002","1987-05-18","1997-01-04"
413493,"d009","2001-07-29","9999-01-01"
408681,"d004","1998-12-03","2001-06-30"
292143,"d009","1999-03-13","2000-01-16"
95796,"d007","1986-01-29","1998-11-13"
217608,"d007","1985-09-17","9999-01-01"
245714,"d007","1987-02-23","9999-01-01"
491716,"d005","1995-02-02","1995-03-26"
82358,"d007","1989-01-17","9999-01-01"
284110,"d004","1985-04-14","9999-01-01"
277843,"d001","1995-08-14","9999-01-01"
96249,"d002","1988-08-16","9999-01-01"
299003,"d005","1997-10-13","1998-12-18"
19084,"d005","1991-06-28","9999-01-01"
207660,"d004","1991-01-02","9999-01-01"
218899,"d001","1996-12-25","9999-01-01"
247259,"d002","1993-04-06","9999-01-01"
293373,"d005","1999-12-21","9999-01-01"
494025,"d005","1994-12-02","1998-03-05"
420260,"d004","1997-06-09","9999-01-01"
79219,"d004","1986-05-27","9999-01-01"
263193,"d004","2001-07-06","9999-01-01"
227546,"d004","1992-04-16","2002-02-09"
273819,"d005","1986-06-28","9999-01-01"
249313,"d003","2002-05-15","9999-01-01"
470981,"d008","1987-04-01","9999-01-01"
455445,"d004","1990-07-20","9999-01-01"
446914,"d005","1995-12-20","1996-01-03"
454286,"d005","1993-05-06","1995-10-20"
411353,"d008","2000-04-13","9999-01-01"
103316,"d005","1994-07-27","9999-01-01"
286044,"d005","1996-12-29","1999-11-15"
274671,"d005","1993-09-25","9999-01-01"
37135,"d003","1995-08-13","2002-06-23"
414543,"d004","1988-11-19","9999-01-01"
100297,"d007","1995-03-18","1995-11-25"
494429,"d004","1991-06-15","9999-01-01"
37851,"d005","1988-05-12","9999-01-01"
239152,"d009","1996-07-15","9999-01-01"
11226,"d007","1989-05-09","9999-01-01"
476468,"d008","1994-11-14","9999-01-01"
103954,"d005","1994-08-25","1997-01-24"
98810,"d009","1987-02-03","9999-01-01"
100378,"d007","1993-10-19","2000-06-16"
491070,"d005","1985-08-24","1988-02-15"
216586,"d005","1993-07-28","9999-01-01"
290413,"d005","1992-07-30","9999-01-01"
246939,"d004","1988-12-09","9999-01-01"
31861,"d004","1993-03-11","9999-01-01"
404732,"d006","2000-11-28","9999-01-01"
29872,"d007","1988-08-27","1995-08-06"
74252,"d004","1991-10-05","1992-08-19"
476677,"d009","1998-05-02","2001-11-21"
462189,"d006","1992-02-13","1993-10-15"
297017,"d004","1988-04-19","9999-01-01"
109545,"d004","1997-12-09","9999-01-01"
455010,"d009","1988-09-20","9999-01-01"
10526,"d004","1988-02-27","9999-01-01"
258299,"d007","1999-04-10","2002-01-16"
281525,"d005","1989-10-05","9999-01-01"
403885,"d007","1997-04-02","9999-01-01"
483069,"d004","1996-08-19","9999-01-01"
243088,"d005","1989-09-27","9999-01-01"
38772,"d003","1992-04-12","1999-12-05"
261379,"d005","1994-04-20","9999-01-01"
233492,"d007","1996-09-15","1998-09-21"
280220,"d008","1985-03-17","9999-01-01"
285510,"d008","1989-07-23","9999-01-01"
257324,"d005","1996-11-22","9999-01-01"
12642,"d001","1996-10-28","9999-01-01"
495649,"d004","1991-08-24","1992-04-07"
42326,"d007","1993-05-06","9999-01-01"
482163,"d006","1995-04-10","9999-01-01"
421793,"d003","1994-08-08","9999-01-01"
224317,"d003","1997-04-21","9999-01-01"
489222,"d005","1989-02-27","9999-01-01"
416908,"d009","1996-04-16","9999-01-01"
200614,"d006","1998-05-19","9999-01-01"
64491,"d007","1991-05-17","9999-01-01"
431350,"d007","1992-10-21","9999-01-01"
463959,"d005","1985-04-12","9999-01-01"
70743,"d006","1994-06-20","9999-01-01"
37556,"d007","1995-09-16","9999-01-01"
494106,"d005","1987-04-01","1994-12-24"
457656,"d004","1994-06-30","9999-01-01"
48644,"d007","1986-10-17","9999-01-01"
208057,"d004","1986-10-24","1988-08-16"
201167,"d009","1991-09-16","1995-10-02"
268914,"d006","1985-03-20","1987-04-07"
298622,"d006","1991-03-01","9999-01-01"
297685,"d005","1994-11-05","9999-01-01"
231190,"d008","1994-12-16","1995-02-28"
12928,"d005","1988-10-02","9999-01-01"
59840,"d006","1991-03-17","9999-01-01"
22356,"d004","1993-03-23","1998-07-05"
243993,"d005","1986-12-09","1991-02-27"
444409,"d004","1995-06-03","9999-01-01"
446665,"d005","1999-09-21","9999-01-01"
205985,"d005","1997-03-18","2000-03-29"
240787,"d005","1985-12-16","1993-04-13"
493435,"d005","1995-06-14","2001-12-16"
429104,"d009","1997-04-02","9999-01-01"
10373,"d005","1997-04-26","9999-01-01"
99765,"d001","1989-11-03","9999-01-01"
224803,"d005","1998-04-05","9999-01-01"
253884,"d004","1992-05-21","9999-01-01"
58946,"d007","1995-09-20","1997-07-06"
430113,"d005","1991-05-11","9999-01-01"
296199,"d005","1992-12-12","2000-08-11"
44009,"d005","1986-10-07","1992-01-14"
203391,"d005","1987-07-26","9999-01-01"
207356,"d004","1997-07-14","9999-01-01"
99035,"d009","1999-07-29","2002-02-24"
21256,"d009","1999-03-08","9999-01-01"
100834,"d006","1996-03-29","1997-01-28"
65588,"d004","1997-12-08","1998-02-22"
410307,"d007","1995-01-13","9999-01-01"
228901,"d005","1990-12-22","1996-09-18"
88892,"d004","1993-10-01","9999-01-01"
18572,"d008","1988-05-13","9999-01-01"
95794,"d005","1997-03-06","9999-01-01"
227435,"d005","1986-01-17","9999-01-01"
402261,"d007","1997-08-02","9999-01-01"
200566,"d005","1986-12-03","9999-01-01"
487151,"d004","1995-12-19","9999-01-01"
52066,"d002","1987-01-28","9999-01-01"
87069,"d008","1990-11-26","9999-01-01"
490796,"d004","1998-12-16","2000-09-07"
267868,"d004","1991-02-27","9999-01-01"
214781,"d007","1986-10-03","9999-01-01"
417422,"d005","1999-08-27","9999-01-01"
65995,"d006","1985-08-26","9999-01-01"
93464,"d005","1993-10-11","9999-01-01"
432475,"d007","1989-05-18","1994-10-28"
453486,"d003","1985-02-21","9999-01-01"
17189,"d002","1999-07-25","9999-01-01"
216102,"d007","1993-02-05","9999-01-01"
467568,"d004","1994-11-25","9999-01-01"
472762,"d005","1989-06-08","1991-03-21"
223564,"d005","1988-10-02","9999-01-01"
453553,"d007","1996-05-30","1996-09-01"
490474,"d002","1997-07-11","9999-01-01"
109387,"d002","1992-09-13","9999-01-01"
80591,"d008","1990-01-02","9999-01-01"
249211,"d004","1995-02-13","1998-11-25"
438429,"d005","1993-03-31","9999-01-01"
210725,"d006","1992-12-30","9999-01-01"
255732,"d001","1989-01-24","9999-01-01"
67092,"d004","1985-09-04","9999-01-01"
278635,"d005","1996-11-21","1997-04-03"
426057,"d004","1986-06-12","1993-04-22"
97757,"d004","1995-05-31","9999-01-01"
416966,"d007","1989-03-04","1999-11-14"
227478,"d002","1989-12-07","9999-01-01"
17583,"d004","1996-05-07","9999-01-01"
202557,"d007","1992-05-24","9999-01-01"
52460,"d002","1992-05-06","9999-01-01"
65249,"d004","1996-12-23","2002-01-25"
452864,"d004","1994-11-25","9999-01-01"
483368,"d009","1989-01-27","1989-02-23"
90481,"d009","1985-11-05","9999-01-01"
421143,"d002","1996-05-21","9999-01-01"
408727,"d005","1986-03-02","1986-11-02"
246781,"d005","1986-11-06","9999-01-01"
441930,"d004","1999-12-11","9999-01-01"
91451,"d004","1995-01-01","9999-01-01"
16604,"d006","2001-12-28","9999-01-01"
16463,"d008","2000-01-14","2002-02-03"
278356,"d005","1996-10-22","9999-01-01"
21361,"d007","1996-03-16","9999-01-01"
448600,"d004","1993-11-02","2000-06-10"
479818,"d007","1990-07-21","9999-01-01"
288699,"d009","1999-09-03","9999-01-01"
499361,"d007","2000-01-14","9999-01-01"
465418,"d003","1990-08-14","9999-01-01"
449971,"d005","1999-03-26","9999-01-01"
260968,"d005","1999-02-11","9999-01-01"
458877,"d001","1991-09-07","1999-07-01"
99937,"d004","1987-11-17","9999-01-01"
422217,"d007","1992-11-26","9999-01-01"
262108,"d005","1994-12-14","1997-11-13"
241597,"d005","1988-12-11","9999-01-01"
48173,"d007","1992-04-06","1998-09-01"
481014,"d004","1996-07-16","1997-02-13"
230219,"d004","1988-06-25","9999-01-01"
210000,"d009","1999-03-27","9999-01-01"
277533,"d001","1996-08-06","9999-01-01"
299887,"d005","1989-11-01","1997-11-08"
106303,"d005","1988-11-26","1998-04-13"
486355,"d006","1998-12-13","9999-01-01"
222419,"d007","1992-09-24","9999-01-01"
405815,"d004","1996-03-12","2000-02-15"
20818,"d005","1990-06-16","9999-01-01"
476432,"d008","1993-11-17","9999-01-01"
255728,"d009","2000-05-12","9999-01-01"
417835,"d005","1995-11-29","2000-08-08"
450603,"d002","1988-12-09","9999-01-01"
426386,"d002","1992-12-22","9999-01-01"
210752,"d001","1986-12-10","9999-01-01"
487376,"d006","1989-11-03","9999-01-01"
73882,"d007","1991-08-06","9999-01-01"
493722,"d005","1990-05-16","9999-01-01"
15175,"d004","1997-12-18","9999-01-01"
224854,"d005","1987-03-02","1994-05-15"
454521,"d008","1991-03-03","9999-01-01"
274621,"d004","1995-12-31","9999-01-01"
105554,"d004","1995-10-02","9999-01-01"
494544,"d007","1988-06-11","9999-01-01"
495768,"d005","1990-11-01","1999-10-18"
95529,"d005","1995-12-28","1999-07-20"
56745,"d004","1993-02-13","9999-01-01"
470219,"d007","1999-07-04","9999-01-01"
418509,"d001","1998-11-26","9999-01-01"
76471,"d005","1995-05-12","9999-01-01"
472465,"d005","1989-11-19","9999-01-01"
80305,"d004","1986-04-20","9999-01-01"
212165,"d004","1986-01-23","1986-03-31"
283894,"d005","1988-09-12","1991-11-03"
225149,"d005","1995-02-11","9999-01-01"
493118,"d005","1997-08-10","2001-10-17"
36689,"d006","1999-11-29","9999-01-01"
31476,"d006","1986-09-09","9999-01-01"
285029,"d004","1991-07-11","9999-01-01"
480328,"d004","1986-05-05","9999-01-01"
484815,"d005","1998-06-03","9999-01-01"
489907,"d008","1994-11-30","1996-05-28"
46498,"d002","1994-02-19","2000-11-13"
49671,"d007","1985-05-17","9999-01-01"
417558,"d004","1998-07-21","9999-01-01"
417510,"d007","1997-05-08","9999-01-01"
432434,"d004","1995-07-22","9999-01-01"
53019,"d005","1993-02-12","9999-01-01"
475279,"d002","1997-03-13","9999-01-01"
467938,"d005","1988-05-12","1991-04-22"
205285,"d004","1987-10-04","1988-08-05"
473849,"d007","1996-11-18","9999-01-01"
206484,"d005","1997-06-12","1999-02-10"
425481,"d004","1993-12-08","9999-01-01"
280255,"d007","1986-03-31","9999-01-01"
21174,"d005","1986-03-05","1992-03-24"
214940,"d008","1994-06-19","9999-01-01"
218469,"d004","1990-07-10","1990-12-10"
466689,"d005","1992-10-02","9999-01-01"
14545,"d003","1989-03-16","2001-08-18"
427771,"d003","1990-01-01","9999-01-01"
270707,"d009","1994-09-27","9999-01-01"
416963,"d006","1987-02-15","9999-01-01"
280825,"d009","1990-03-18","9999-01-01"
58394,"d004","1989-10-27","9999-01-01"
408580,"d005","1996-11-23","9999-01-01"
400774,"d009","1995-07-19","1995-12-27"
469419,"d004","1990-09-25","1994-11-06"
469524,"d004","1992-01-26","9999-01-01"
426781,"d005","1986-03-11","9999-01-01"
441971,"d001","1991-11-18","2002-06-19"
223120,"d009","1988-11-26","2000-10-01"
267690,"d005","1996-04-27","2002-03-04"
422607,"d006","1988-06-12","1999-06-26"
423971,"d002","1997-02-14","2000-12-27"
225700,"d009","1997-11-26","9999-01-01"
291193,"d008","1985-09-10","1992-06-16"
485942,"d001","1997-02-24","1998-05-13"
492878,"d005","1989-07-27","9999-01-01"
57376,"d009","1998-03-29","9999-01-01"
92671,"d002","1995-01-29","9999-01-01"
75676,"d005","1995-11-02","1997-05-03"
20752,"d005","1991-05-23","1997-12-07"
201121,"d007","1985-06-10","1995-08-07"
96613,"d008","1997-03-04","1997-11-25"
70839,"d005","1998-10-02","9999-01-01"
31276,"d002","1991-03-06","9999-01-01"
446348,"d008","1994-06-07","9999-01-01"
414813,"d005","1988-09-22","9999-01-01"
463743,"d008","1999-02-03","9999-01-01"
277155,"d009","1997-04-11","9999-01-01"
297701,"d008","1993-08-02","9999-01-01"
35583,"d005","1991-03-10","9999-01-01"
420500,"d008","1996-05-13","9999-01-01"
219148,"d009","1994-07-02","9999-01-01"
295465,"d004","1993-03-24","9999-01-01"
274629,"d005","1985-09-07","9999-01-01"
474663,"d005","1987-06-04","9999-01-01"
446711,"d004","1988-11-27","9999-01-01"
264705,"d002","1998-06-14","9999-01-01"
61344,"d004","1990-08-15","9999-01-01"
430180,"d005","1995-01-06","9999-01-01"
236244,"d005","1992-08-02","9999-01-01"
18982,"d005","1993-07-26","9999-01-01"
234038,"d008","1989-08-14","9999-01-01"
460189,"d009","1988-11-04","9999-01-01"
437234,"d007","1987-11-03","1994-01-01"
29117,"d001","1993-06-28","9999-01-01"
289762,"d001","1999-03-10","9999-01-01"
416873,"d007","1994-05-28","9999-01-01"
453815,"d007","1989-03-08","1991-11-14"
497730,"d005","1985-05-06","1987-02-24"
406558,"d004","1999-08-10","9999-01-01"
32076,"d006","1995-07-14","9999-01-01"
214425,"d003","1992-03-04","9999-01-01"
54380,"d008","1991-06-23","9999-01-01"
482251,"d004","1999-08-28","9999-01-01"
243030,"d007","1989-01-12","9999-01-01"
485489,"d005","1986-12-14","9999-01-01"
413779,"d005","1993-02-08","9999-01-01"
215264,"d005","1991-04-12","9999-01-01"
264386,"d003","1992-09-06","9999-01-01"
462797,"d004","1997-10-12","9999-01-01"
93146,"d002","1999-09-10","1999-10-10"
14948,"d002","1997-05-03","2000-01-02"
41826,"d009","1994-03-25","9999-01-01"
84260,"d005","1991-11-09","9999-01-01"
299819,"d008","1993-07-15","9999-01-01"
445203,"d005","1996-02-20","9999-01-01"
30749,"d005","1990-08-08","1996-06-27"
75573,"d006","1996-01-27","9999-01-01"
448241,"d005","1985-07-18","9999-01-01"
14670,"d006","1995-08-24","9999-01-01"
250637,"d003","1986-11-15","9999-01-01"
14903,"d007","1992-09-27","9999-01-01"
232320,"d004","1993-02-24","9999-01-01"
230766,"d002","1995-08-24","9999-01-01"
208404,"d002","1992-04-23","9999-01-01"
280713,"d002","1996-12-18","9999-01-01"
38335,"d005","1987-11-14","9999-01-01"
107515,"d005","1989-02-04","9999-01-01"
209783,"d006","1992-10-20","1994-08-25"
208024,"d005","1990-04-30","9999-01-01"
473492,"d009","2002-01-17","9999-01-01"
281507,"d005","1987-04-08","9999-01-01"
266846,"d005","1988-09-17","9999-01-01"
472352,"d002","1994-04-29","1999-12-31"
22985,"d007","1997-08-01","1999-08-13"
270328,"d005","1986-11-10","9999-01-01"
410249,"d005","1987-06-02","2001-04-09"
268894,"d005","1999-12-17","9999-01-01"
288763,"d004","1992-12-16","9999-01-01"
414724,"d007","1990-11-04","9999-01-01"
293782,"d004","1998-08-18","9999-01-01"
469572,"d002","1998-11-16","2001-02-08"
50012,"d004","1985-10-22","1996-06-10"
441116,"d007","1989-12-09","9999-01-01"
465053,"d002","2001-06-26","9999-01-01"
95527,"d004","1988-04-24","9999-01-01"
93807,"d008","1991-05-11","9999-01-01"
275444,"d005","1993-01-21","9999-01-01"
425208,"d004","1998-11-20","1999-06-04"
231242,"d002","1999-06-06","9999-01-01"
432883,"d004","1998-01-08","9999-01-01"
213202,"d004","1999-07-29","9999-01-01"
254598,"d002","1985-07-23","9999-01-01"
238705,"d004","1999-05-30","9999-01-01"
494740,"d007","1997-03-22","9999-01-01"
474788,"d004","1993-05-31","9999-01-01"
37276,"d001","1999-06-01","9999-01-01"
71780,"d004","1986-12-28","9999-01-01"
260771,"d005","1988-03-06","9999-01-01"
449735,"d005","1990-12-04","1991-03-08"
293780,"d003","1999-08-26","9999-01-01"
429580,"d006","1996-04-07","9999-01-01"
226878,"d007","1997-09-09","9999-01-01"
478583,"d005","1998-10-05","9999-01-01"
403175,"d004","1994-02-23","1998-09-05"
77356,"d005","1987-05-30","9999-01-01"
253564,"d005","1999-09-18","9999-01-01"
219918,"d007","1989-02-04","9999-01-01"
429683,"d006","1993-02-03","1999-03-12"
83182,"d005","1986-09-13","9999-01-01"
273473,"d004","1998-01-13","9999-01-01"
49133,"d008","1992-09-22","1997-08-08"
290699,"d006","1991-02-11","9999-01-01"
19441,"d005","1990-06-23","9999-01-01"
448028,"d006","1994-09-27","9999-01-01"
234156,"d002","1988-08-27","9999-01-01"
409140,"d003","1995-06-14","2001-06-08"
45429,"d004","1986-11-01","1996-05-21"
485363,"d002","1987-06-01","9999-01-01"
61411,"d005","1999-05-24","2001-04-15"
498754,"d004","1989-08-17","9999-01-01"
294597,"d005","1987-03-18","1987-09-29"
438458,"d004","1996-02-10","9999-01-01"
409479,"d004","1994-11-25","9999-01-01"
107634,"d009","2002-02-12","9999-01-01"
498322,"d004","1999-11-14","9999-01-01"
475172,"d002","1986-10-06","9999-01-01"
108996,"d006","1986-02-28","9999-01-01"
286143,"d007","1985-04-15","1990-08-26"
484940,"d003","1987-01-27","9999-01-01"
243107,"d004","1998-01-02","2000-05-27"
482339,"d009","1988-09-07","9999-01-01"
23500,"d007","1988-03-11","9999-01-01"
53401,"d004","1999-08-14","9999-01-01"
243421,"d007","1997-08-24","9999-01-01"
216854,"d005","1994-11-03","9999-01-01"
477447,"d007","1989-06-13","2002-01-20"
293963,"d009","1997-12-21","9999-01-01"
54241,"d002","1990-01-16","9999-01-01"
298990,"d007","1993-05-20","9999-01-01"
426437,"d006","1991-11-03","9999-01-01"
489742,"d008","1990-04-04","9999-01-01"
258592,"d005","1986-08-11","1997-08-27"
226905,"d008","1986-08-21","9999-01-01"
250741,"d005","1989-04-21","1993-04-12"
277663,"d005","1990-09-21","9999-01-01"
215323,"d005","1992-03-05","9999-01-01"
489365,"d004","1986-06-05","9999-01-01"
416085,"d007","1996-04-17","9999-01-01"
431211,"d009","1996-12-09","9999-01-01"
47487,"d005","1994-04-04","9999-01-01"
249189,"d006","1991-01-18","9999-01-01"
86090,"d004","1991-12-24","9999-01-01"
104144,"d004","1997-08-28","2001-02-21"
432444,"d005","1999-11-30","9999-01-01"
443110,"d005","1994-08-05","9999-01-01"
450262,"d007","1985-07-16","9999-01-01"
289290,"d004","1991-01-26","9999-01-01"
452654,"d007","1995-02-05","9999-01-01"
208421,"d004","1994-09-13","2000-06-09"
90135,"d009","1996-06-05","9999-01-01"
452728,"d004","1996-02-03","9999-01-01"
473764,"d004","1991-04-20","9999-01-01"
37630,"d005","1989-09-09","9999-01-01"
253695,"d004","1992-11-23","1998-01-24"
438543,"d005","1988-06-20","9999-01-01"
208637,"d007","1990-01-26","9999-01-01"
420651,"d009","2001-05-13","9999-01-01"
30774,"d007","1989-07-26","1994-01-22"
98576,"d008","1990-01-10","9999-01-01"
410249,"d004","2001-04-09","9999-01-01"
102145,"d004","2000-01-16","2001-01-05"
291042,"d001","1995-02-26","9999-01-01"
407126,"d007","1986-04-25","1999-02-23"
52136,"d005","1996-03-30","9999-01-01"
44387,"d006","1991-03-16","9999-01-01"
285024,"d008","1985-06-23","9999-01-01"
61711,"d004","1997-09-19","9999-01-01"
258298,"d004","1990-07-04","1991-05-12"
248754,"d005","1986-01-14","9999-01-01"
469969,"d009","1989-05-04","1997-07-16"
240954,"d009","1999-01-04","2001-06-16"
67305,"d005","1997-03-01","9999-01-01"
10923,"d007","1990-04-09","9999-01-01"
226794,"d008","1996-11-06","9999-01-01"
266740,"d005","1991-01-13","9999-01-01"
61727,"d003","1987-04-21","9999-01-01"
235179,"d004","1993-07-04","1994-08-15"
458089,"d005","1994-10-25","9999-01-01"
78830,"d005","1989-03-09","9999-01-01"
443757,"d004","1992-05-20","9999-01-01"
232195,"d005","1992-10-27","9999-01-01"
451300,"d008","1998-11-05","2000-12-19"
411553,"d008","1998-08-15","9999-01-01"
74799,"d009","1992-06-23","9999-01-01"
32871,"d007","1985-05-02","9999-01-01"
247943,"d004","1988-10-12","9999-01-01"
254124,"d008","1993-01-26","2000-04-16"
16915,"d005","1994-10-31","9999-01-01"
247266,"d007","1991-08-21","1994-05-25"
476578,"d002","1989-11-27","1995-09-26"
279117,"d004","1989-02-18","9999-01-01"
39664,"d007","1989-11-12","9999-01-01"
454771,"d004","1996-02-27","9999-01-01"
248109,"d009","1991-01-13","9999-01-01"
454330,"d007","1988-08-04","9999-01-01"
243195,"d004","1993-11-26","9999-01-01"
29656,"d004","1996-11-22","1997-04-06"
96195,"d004","1998-05-11","9999-01-01"
465615,"d006","1985-05-07","2001-06-29"
447609,"d008","1995-01-31","9999-01-01"
434835,"d004","2002-06-25","9999-01-01"
490454,"d004","1999-08-13","1999-11-24"
401480,"d005","1987-08-28","9999-01-01"
450309,"d006","1986-12-25","9999-01-01"
30681,"d007","1994-11-15","9999-01-01"
461339,"d009","1996-06-11","9999-01-01"
499591,"d001","1988-10-29","9999-01-01"
18738,"d005","1997-06-28","9999-01-01"
35008,"d007","1998-05-19","2002-07-15"
441604,"d005","1996-09-23","9999-01-01"
493994,"d008","1990-09-28","1995-05-08"
272756,"d005","1998-07-05","9999-01-01"
210939,"d006","1998-12-19","2002-01-30"
59371,"d005","1993-02-20","9999-01-01"
263245,"d006","1987-07-11","9999-01-01"
480349,"d004","1987-01-29","9999-01-01"
235116,"d004","1989-02-10","9999-01-01"
200218,"d001","1987-11-15","1998-04-19"
67099,"d007","1990-06-12","1993-02-16"
461477,"d004","1993-03-25","9999-01-01"
56196,"d005","1995-07-24","9999-01-01"
235262,"d004","1991-02-07","1998-05-12"
226309,"d004","1993-10-25","9999-01-01"
44418,"d005","1987-12-01","1992-06-29"
