"emp_no","salary","from_date","to_date"
463250,56401,"1996-02-18","1997-02-17"
426322,42585,"1994-12-25","1995-12-25"
264687,65235,"1993-12-08","1994-12-08"
59751,70597,"2002-07-14","9999-01-01"
415640,42341,"1993-05-06","1994-05-06"
75205,54189,"2002-02-21","9999-01-01"
206719,89678,"1994-06-11","1995-06-11"
460256,57172,"1998-03-20","1998-12-22"
62503,48091,"1998-10-18","1999-10-18"
22859,54061,"1991-09-01","1992-08-17"
79770,66472,"2000-10-05","2001-10-05"
497910,67560,"1998-04-16","1999-04-16"
488798,98708,"2000-01-27","2001-01-26"
64353,68162,"2000-12-11","2001-12-11"
299298,54041,"2002-01-06","9999-01-01"
430585,71991,"2001-12-21","9999-01-01"
73885,43352,"1998-11-24","1999-11-24"
411572,54023,"1999-01-09","2000-01-09"
201696,74410,"1999-06-03","2000-06-02"
36979,40000,"1994-09-05","1995-09-05"
67360,84566,"1987-06-14","1988-06-13"
57735,55264,"1999-06-07","2000-06-06"
264904,63194,"1999-03-29","2000-03-28"
487184,59493,"1994-07-24","1995-07-24"
251886,96746,"2002-04-11","9999-01-01"
459053,47550,"1995-08-20","1996-08-19"
292570,69717,"1990-12-11","1991-12-11"
251557,52955,"1991-08-27","1992-08-26"
415579,61055,"2000-02-14","2001-02-13"
239957,49600,"1990-06-09","1991-06-09"
83919,53772,"2000-10-07","2001-10-07"
413864,57305,"1992-01-08","1993-01-07"
474350,67553,"1994-01-08","1995-01-08"
218803,53573,"2001-02-11","2002-02-11"
60747,79856,"1998-06-21","1999-06-21"
469920,53191,"1994-06-30","1995-06-30"
55721,57376,"1996-11-10","1997-11-10"
206872,94705,"1990-03-20","1991-03-20"
282603,52272,"1991-11-19","1992-11-18"
232408,69368,"1996-12-05","1997-12-05"
238175,50397,"1988-05-02","1989-05-02"
282151,79563,"1996-04-28","1997-03-17"
431250,54874,"1997-12-19","1998-12-19"
472238,84544,"2001-10-06","9999-01-01"
284868,62552,"1991-10-30","1992-10-29"
281369,50855,"1997-12-28","1998-12-28"
220113,90212,"1997-01-22","1998-01-22"
25422,58218,"1998-03-21","1999-03-21"
426133,42558,"2002-03-31","9999-01-01"
433963,42362,"1994-01-25","1995-01-25"
299161,52972,"1997-10-13","1998-10-13"
400861,99103,"1993-10-03","1994-10-03"
280225,80326,"1998-12-03","1999-12-03"
216281,50190,"1998-11-09","1999-11-09"
422376,74430,"1989-03-10","1990-03-10"
102912,74767,"2001-11-14","9999-01-01"
91320,43386,"1997-12-11","1998-12-11"
457924,61481,"1996-08-06","1997-08-06"
430012,85008,"2000-11-18","2001-11-18"
469386,79084,"2000-08-23","2001-08-23"
211280,77706,"1994-09-04","1995-09-04"
21869,94837,"2002-07-16","9999-01-01"
101695,53108,"1999-01-13","2000-01-13"
478250,80526,"1991-04-04","1992-04-03"
77027,75261,"1999-11-10","2000-11-09"
32509,65941,"1990-09-10","1991-09-10"
293671,69070,"2001-09-27","9999-01-01"
493507,90071,"1999-08-17","2000-08-16"
225708,53159,"1997-03-22","1998-03-22"
47998,47303,"2001-07-16","2002-07-16"
82771,40000,"1990-01-04","1991-01-04"
402968,48999,"1991-03-08","1992-03-07"
227707,48989,"2000-12-30","2001-12-30"
242580,84044,"2000-11-09","2001-11-09"
105844,80961,"1997-08-22","1998-08-22"
97492,76119,"1988-10-12","1989-10-12"
223127,49341,"1992-07-29","1993-07-29"
452666,72990,"1996-04-23","1997-04-23"
447061,94661,"1999-11-28","2000-11-27"
202343,54166,"2000-11-25","2001-11-25"
255218,46261,"2001-12-30","9999-01-01"
426414,80747,"1992-08-04","1993-08-04"
297566,67965,"1999-08-29","2000-08-28"
463364,46386,"1989-07-21","1990-07-21"
461935,85679,"2002-06-29","9999-01-01"
249607,75429,"2000-11-09","2001-11-09"
281906,71832,"1997-01-09","1998-01-09"
464005,57011,"2000-04-30","2001-04-30"
214529,61691,"1998-07-29","1999-07-29"
414253,86374,"1998-04-09","1999-04-09"
38347,98426,"1996-12-27","1997-12-27"
27700,40000,"1995-04-08","1996-04-06"
282801,54993,"1992-11-23","1993-11-23"
442343,42847,"1988-11-16","1989-11-16"
13242,42499,"1995-12-06","1996-12-05"
218946,99016,"1995-02-05","1996-02-05"
46669,40088,"1995-01-25","1996-01-25"
262832,82252,"1999-07-27","2000-07-26"
443898,60135,"1997-11-04","1998-11-04"
33082,69695,"1999-12-16","2000-12-15"
271765,50443,"1998-04-23","1999-04-23"
245009,92450,"2000-10-24","2001-10-24"
451518,40000,"1993-02-28","1994-02-28"
19713,53448,"1997-10-28","1998-10-28"
40868,51205,"1997-07-26","1998-07-26"
17389,67294,"1997-01-30","1998-01-30"
273693,88614,"2001-06-22","2002-06-22"
492913,64611,"1993-04-02","1994-04-02"
422204,83574,"2000-01-23","2001-01-22"
295242,68081,"1992-07-31","1993-07-31"
223133,44005,"1998-07-04","1999-07-04"
100075,62416,"1999-07-25","2000-07-24"
417461,54506,"1998-01-11","1999-01-11"
212624,57228,"1999-02-01","2000-02-01"
232470,48462,"1990-10-17","1991-10-17"
289832,49031,"1991-11-04","1992-11-03"
207754,44364,"1995-04-07","1996-04-05"
58579,85562,"2000-07-28","2001-07-28"
250903,57751,"1990-02-20","1991-02-20"
73511,43595,"1995-04-21","1996-04-20"
67744,63830,"1997-08-19","1998-08-19"
41993,50791,"2001-01-13","2002-01-13"
286560,52280,"1995-02-05","1996-02-05"
26297,59087,"1988-07-29","1989-07-29"
467065,50475,"1989-11-12","1990-11-12"
103275,70782,"1996-01-20","1997-01-19"
231488,47913,"1999-01-13","2000-01-13"
230214,77322,"1999-11-11","2000-11-10"
86912,92454,"1999-10-04","2000-10-03"
409307,68499,"2000-02-19","2001-02-18"
45909,40000,"1994-01-08","1994-08-14"
276829,55436,"1990-11-02","1991-11-02"
458196,71838,"1998-12-13","1999-12-13"
18214,43766,"2000-06-14","2001-06-14"
278776,42426,"1995-02-16","1996-02-16"
413227,70061,"2002-02-04","9999-01-01"
260666,40000,"1997-04-07","1998-04-07"
408816,70288,"1998-05-04","1999-05-04"
444821,84089,"1998-08-24","1999-08-24"
208273,66602,"1985-02-06","1986-02-06"
229433,59611,"1999-11-11","2000-11-10"
32555,57601,"1997-04-27","1998-04-27"
76577,83108,"2000-02-18","2001-02-17"
229557,57600,"1996-11-26","1997-11-26"
274840,46130,"1986-05-12","1987-05-12"
492084,56444,"1997-03-11","1998-03-11"
431121,52678,"1997-11-25","1998-11-25"
202356,52019,"1994-07-07","1995-07-07"
400762,57460,"1993-02-02","1994-02-02"
45231,44419,"1999-11-21","2000-11-20"
494931,60572,"1998-04-14","1999-04-14"
63341,45035,"1985-12-22","1986-12-22"
421668,41656,"1991-04-05","1992-04-04"
80118,66422,"2002-02-25","9999-01-01"
483155,77802,"2002-05-03","9999-01-01"
466418,57703,"1994-12-22","1995-12-22"
203388,51772,"1987-03-27","1988-03-26"
213300,44404,"1991-12-24","1992-12-23"
250175,118054,"1997-09-11","1998-09-11"
59547,40000,"1989-09-06","1990-09-06"
420400,41559,"1990-10-17","1991-10-17"
264895,46257,"1998-08-09","1999-08-09"
208920,94128,"1994-09-04","1995-09-04"
34587,92564,"2001-01-13","2002-01-13"
27929,62047,"1993-05-28","1994-05-28"
413082,70495,"2002-04-24","9999-01-01"
29651,83586,"1995-09-05","1996-09-04"
69303,54149,"1988-11-19","1989-11-19"
476150,54149,"1990-06-07","1991-06-07"
265723,69951,"1991-06-10","1992-06-09"
37194,81920,"2001-06-01","2002-06-01"
47075,75787,"1987-02-18","1988-02-18"
265178,63463,"2002-06-27","9999-01-01"
29942,41894,"1992-05-22","1993-05-22"
104655,46800,"1994-05-01","1995-05-01"
413161,92606,"1998-04-17","1999-04-17"
277071,72420,"2000-01-11","2001-01-10"
74362,55261,"1997-01-01","1998-01-01"
283972,45217,"1988-03-07","1989-03-07"
252386,65776,"2000-08-14","2001-08-14"
413566,43233,"1989-11-21","1990-11-21"
497616,66597,"1994-09-05","1995-09-05"
203009,50872,"1996-11-15","1997-11-15"
41242,94216,"1994-06-13","1995-06-13"
70920,53405,"2001-07-28","2002-07-28"
22050,64722,"1988-11-27","1989-11-27"
52853,75749,"1997-10-11","1998-10-11"
418600,59267,"1998-01-08","1999-01-08"
93755,43199,"1998-02-20","1999-02-20"
31644,43634,"1999-05-23","2000-05-22"
201411,48465,"2000-12-21","2001-12-21"
468042,87117,"1999-09-21","2000-09-20"
215173,55033,"1996-11-06","1997-11-06"
61397,77937,"2001-04-22","2002-04-22"
76884,60665,"1999-01-24","2000-01-24"
14438,72898,"1994-06-02","1995-06-02"
486366,60445,"1996-03-16","1997-03-16"
453620,62273,"1998-08-30","1999-08-30"
239145,45445,"1998-11-25","1998-12-26"
206413,46347,"1988-08-20","1989-08-20"
244696,63394,"1992-07-06","1993-07-06"
472199,43547,"1996-12-26","1997-12-26"
407372,68284,"1999-06-17","2000-06-16"
471676,61556,"1996-11-14","1997-11-14"
468839,70524,"1999-10-11","2000-10-10"
487078,78532,"1990-02-03","1991-02-03"
269279,54328,"1996-05-06","1997-05-06"
455496,75128,"1990-03-18","1991-03-18"
207642,50055,"1987-08-10","1988-08-09"
19970,61717,"1992-02-14","1993-02-13"
204733,66187,"1991-10-13","1992-10-12"
226264,74957,"2002-07-08","9999-01-01"
259716,94987,"1994-08-18","1995-08-18"
258732,60398,"1987-03-04","1988-03-03"
235491,40000,"1993-03-14","1994-03-14"
471799,41935,"1985-10-10","1986-10-10"
482965,44261,"2001-01-27","2002-01-27"
204777,63947,"1998-02-09","1999-02-09"
31353,58013,"2001-08-27","9999-01-01"
461102,95876,"1998-07-31","1999-07-31"
201430,40560,"1994-04-02","1995-04-02"
224804,49458,"1989-06-26","1990-06-26"
287802,64350,"1997-11-30","1998-11-30"
34469,91953,"2002-01-07","9999-01-01"
37398,89746,"2001-01-10","2002-01-10"
448709,80004,"1996-11-07","1997-11-07"
415827,58687,"1995-05-05","1996-05-04"
280002,84230,"1993-07-24","1994-07-24"
459731,49093,"1993-10-01","1994-10-01"
416703,85476,"2002-02-01","9999-01-01"
18067,57499,"2001-01-19","2002-01-19"
444173,59931,"1995-09-02","1996-09-01"
433450,57461,"1995-09-11","1996-09-10"
228608,47712,"1995-08-21","1996-08-20"
107853,67671,"1990-04-15","1991-04-15"
240553,109150,"1992-06-21","1993-06-21"
273643,67802,"1989-12-31","1990-12-31"
219962,58826,"1988-08-28","1989-08-28"
299306,66829,"1991-12-21","1992-12-20"
240802,87418,"1993-09-26","1994-09-26"
448273,96902,"1990-03-24","1991-03-24"
284724,66237,"1996-11-21","1997-11-21"
277946,70318,"1996-03-08","1997-03-08"
432247,40000,"1987-10-05","1988-10-04"
284558,54555,"1989-02-15","1990-02-15"
238729,77249,"2002-02-09","9999-01-01"
473080,82597,"1988-04-05","1989-04-05"
45015,43235,"1994-12-22","1995-12-22"
291421,84829,"1990-07-13","1991-07-13"
204765,54500,"1999-02-16","2000-02-16"
298649,72325,"1995-09-02","1996-09-01"
469981,47150,"1990-03-13","1991-03-13"
403423,43998,"1990-06-05","1990-10-09"
33467,52469,"1996-01-22","1997-01-21"
411243,64578,"1995-05-02","1996-05-01"
403076,50612,"1997-04-03","1998-04-03"
450253,54481,"1996-12-18","1997-12-18"
472669,50690,"1990-07-24","1991-07-24"
209891,49198,"1999-05-19","2000-05-18"
482295,68883,"1997-06-30","1997-09-25"
210965,48604,"1994-03-05","1995-03-05"
277409,55603,"1995-06-11","1996-06-10"
457062,105389,"2000-01-16","2001-01-15"
497084,53943,"1995-03-30","1996-03-29"
294011,97272,"1998-01-25","1999-01-25"
70220,55725,"1999-03-25","2000-03-24"
474718,74203,"1990-11-23","1991-11-23"
13347,86414,"1998-05-24","1999-05-24"
229772,51103,"1992-10-14","1993-10-14"
205127,41675,"1988-05-27","1989-05-27"
291264,52101,"1998-09-11","1999-09-11"
465287,132258,"1996-11-28","1997-11-28"
286359,98151,"2002-07-31","9999-01-01"
298292,60651,"2000-02-04","2001-02-03"
480131,73346,"2001-03-12","2002-03-12"
89232,58923,"1997-07-20","1998-07-20"
32740,85480,"2001-12-10","9999-01-01"
14760,45198,"1999-03-09","2000-03-08"
93840,64278,"1993-11-06","1994-11-06"
229239,61602,"1994-11-16","1995-11-16"
36223,55982,"2002-02-23","9999-01-01"
423055,86643,"2000-12-26","2001-12-26"
227842,72393,"2001-10-15","9999-01-01"
37078,70031,"1998-12-15","1999-12-15"
493781,65091,"2001-01-28","2002-01-28"
250710,53825,"1991-05-04","1992-05-03"
102981,74140,"1994-01-21","1995-01-21"
216722,62000,"1996-04-28","1997-04-28"
491864,54565,"1991-03-01","1992-02-29"
296054,44691,"1992-03-16","1993-03-16"
442808,54296,"1993-05-29","1994-05-29"
488343,59810,"1990-05-21","1991-05-21"
438872,67605,"1999-12-20","2000-12-19"
57885,79560,"1994-11-16","1995-11-16"
480902,77584,"1997-07-30","1998-07-30"
215538,71968,"2002-07-11","9999-01-01"
59527,46640,"1990-02-01","1991-02-01"
419025,114366,"2000-04-06","2001-04-06"
295353,73437,"2001-06-19","2002-06-19"
264713,41705,"1987-01-06","1988-01-06"
99705,74299,"1993-09-25","1994-09-25"
254647,63462,"1996-09-26","1997-09-26"
264696,56452,"1999-02-06","2000-02-06"
408739,64717,"2002-01-30","2002-04-13"
214266,69834,"2001-06-15","2002-06-15"
496331,63795,"2001-08-08","9999-01-01"
499494,66045,"1995-12-27","1996-12-26"
51928,78826,"1999-03-12","2000-03-11"
15130,99042,"1999-06-21","2000-06-20"
217512,51739,"1993-01-06","1994-01-06"
404361,42788,"1999-03-07","2000-03-06"
14395,68044,"2000-11-29","2000-12-09"
226292,91973,"1999-04-29","2000-04-28"
299441,71725,"1994-02-25","1995-02-25"
428145,82695,"2000-03-08","2001-03-08"
95274,61360,"1998-09-30","1999-09-30"
213397,80761,"1996-10-24","1997-10-24"
247149,75080,"2001-07-11","2002-07-11"
422639,54733,"1993-02-28","1994-02-28"
416500,40000,"1999-09-16","2000-09-15"
465688,70053,"2002-01-10","9999-01-01"
203668,90423,"1997-07-07","1998-07-07"
401072,43294,"1990-10-16","1991-10-16"
82525,73885,"2002-06-12","9999-01-01"
103806,47685,"1990-03-13","1991-03-13"
221832,54372,"1992-08-01","1993-08-01"
442809,65037,"1995-01-23","1996-01-23"
442765,65025,"1999-04-10","2000-04-09"
25650,98726,"1998-07-27","1999-07-27"
99717,45110,"1992-05-10","1993-05-10"
493343,72751,"1993-06-19","1994-06-19"
37293,59508,"1998-05-03","1999-05-03"
477231,55946,"1995-01-20","1996-01-20"
225786,96028,"1993-05-17","1994-05-17"
254473,52266,"1992-09-30","1993-09-30"
22420,47311,"1988-06-23","1989-06-23"
209216,59202,"1993-07-19","1994-07-19"
52946,40881,"1995-10-27","1996-10-26"
270518,70736,"2001-01-28","2002-01-28"
400769,56962,"2000-06-28","2001-06-28"
292184,45470,"1992-07-13","1993-07-13"
18230,44788,"1991-03-06","1992-03-05"
67429,77291,"1997-01-04","1998-01-04"
487725,69070,"1997-12-20","1998-12-20"
465805,104538,"1989-10-29","1990-10-29"
485606,80937,"1998-11-12","1999-11-12"
109134,86678,"1996-04-19","1997-04-19"
82981,49759,"1991-01-29","1992-01-29"
482823,62159,"1997-07-21","1998-07-21"
442230,73204,"1992-05-21","1993-05-21"
441273,79390,"1991-11-01","1992-10-31"
477228,66722,"2001-09-06","9999-01-01"
89603,46817,"1997-07-02","1998-07-02"
288314,54415,"1997-12-31","1998-12-31"
52373,45560,"1990-10-02","1991-10-02"
253539,74834,"1996-12-23","1997-12-23"
288462,66827,"1998-12-07","1999-12-07"
280945,40000,"1992-04-11","1993-04-11"
260546,49499,"1989-03-14","1990-03-14"
39211,83981,"1998-11-20","1999-11-20"
55761,75630,"1991-05-04","1992-05-03"
477864,48518,"1989-03-23","1990-03-23"
35619,70677,"1994-11-19","1995-11-19"
33511,47025,"1992-12-09","1993-12-09"
239614,64091,"2000-08-06","2001-08-06"
89662,40000,"1999-08-07","2000-08-06"
281569,100834,"2001-01-14","2002-01-14"
255497,43499,"1992-08-15","1993-08-15"
453719,54095,"2001-01-17","2002-01-17"
106982,63375,"1999-05-18","2000-05-17"
54130,54429,"2002-02-11","9999-01-01"
69930,45768,"1991-11-13","1992-11-12"
106170,49011,"1996-07-27","1997-07-27"
448050,47632,"1994-06-21","1995-06-21"
487634,66108,"1993-03-11","1994-03-11"
224524,52702,"1999-08-10","2000-05-05"
272516,41144,"1989-12-07","1990-12-07"
68118,85545,"1990-11-20","1991-11-20"
56656,57943,"2000-12-11","2001-12-11"
295061,78978,"1992-01-14","1993-01-13"
486080,66054,"1997-05-12","1998-05-12"
433170,40000,"1995-03-23","1996-03-22"
15589,50728,"1998-03-19","1999-03-19"
33039,60971,"1998-07-18","1999-07-18"
257536,94653,"1994-01-15","1995-01-15"
442725,55659,"1994-03-13","1995-03-13"
448496,42725,"1994-10-27","1995-10-27"
253317,73929,"1993-10-09","1994-10-09"
496299,67465,"1998-07-20","1999-07-20"
420192,60453,"1988-08-25","1989-08-25"
255148,65755,"1997-03-08","1998-03-08"
24901,73836,"2000-12-26","2001-12-26"
236079,44371,"1994-11-08","1995-11-08"
470498,98946,"1999-01-08","2000-01-08"
429218,68628,"1993-11-22","1994-11-22"
43056,99773,"1997-04-18","1998-04-18"
493878,45918,"1989-01-02","1990-01-02"
414665,72303,"1999-11-27","2000-11-26"
496090,69861,"1995-07-25","1996-07-24"
10390,51123,"1996-05-15","1997-05-15"
463342,68657,"2000-05-04","2001-05-04"
63678,40000,"1996-04-25","1997-04-25"
217932,56130,"1995-04-13","1996-04-12"
250275,66741,"1994-02-01","1995-02-01"
14631,70133,"1996-06-09","1997-06-09"
248607,55430,"1999-02-25","2000-02-25"
79644,58631,"1996-10-31","1997-10-31"
230895,69218,"1988-03-01","1989-03-01"
106242,78518,"2001-03-22","2002-03-22"
252543,85038,"1988-05-05","1989-05-05"
402084,68457,"1992-02-07","1993-02-06"
233847,83887,"1999-10-17","2000-10-16"
432690,52058,"1999-07-12","2000-07-11"
89861,47983,"2002-04-01","9999-01-01"
263422,73414,"1994-11-26","1995-11-26"
258186,40000,"1990-04-16","1991-04-16"
48209,40000,"1996-06-15","1997-06-15"
469892,44486,"1993-02-05","1993-07-03"
223116,80639,"1996-06-06","1997-06-06"
431917,72489,"2001-10-17","9999-01-01"
414487,65550,"1994-04-23","1995-04-23"
422844,69668,"1999-04-26","2000-04-25"
246847,70219,"1991-08-27","1992-08-26"
12066,76697,"1990-09-19","1991-09-19"
436596,40000,"1997-08-14","1998-03-07"
43878,55094,"1995-10-18","1996-10-17"
454984,53239,"1992-03-02","1993-03-02"
73922,40566,"1988-08-10","1989-08-10"
251669,82105,"1999-11-13","2000-11-12"
290615,79545,"1996-08-25","1997-08-25"
429235,58611,"2000-11-06","2001-11-06"
495785,70362,"1996-09-22","1997-09-22"
228287,44193,"1999-08-06","2000-08-05"
92991,66184,"2002-03-05","9999-01-01"
16970,100803,"2001-04-19","2002-04-19"
12562,60202,"1999-06-24","2000-06-23"
417080,89976,"1998-09-29","1999-09-29"
100659,50036,"1996-01-25","1997-01-24"
480771,40000,"1988-10-25","1989-10-25"
85156,56549,"1998-12-24","1999-12-24"
237112,49105,"1988-06-13","1989-06-13"
52548,81478,"1999-03-22","2000-03-21"
53445,58069,"2000-05-21","2001-05-21"
278797,68093,"1999-03-30","2000-03-29"
41091,74042,"1988-11-08","1989-11-08"
35797,74319,"1997-07-09","1998-07-09"
24157,68122,"2000-04-15","2001-04-15"
419389,76353,"1998-02-27","1999-02-27"
45506,51607,"1998-10-24","1999-03-20"
471771,50672,"2002-05-01","9999-01-01"
458472,92954,"1998-10-16","1999-10-16"
290335,64272,"1993-06-20","1994-06-20"
485192,46943,"1987-06-03","1988-06-02"
453411,66149,"1993-10-30","1994-10-30"
48252,79559,"1999-06-26","2000-06-25"
497560,47148,"1989-05-16","1990-05-16"
64680,58750,"1999-05-07","2000-05-06"
40739,74553,"1996-09-08","1997-09-08"
426943,42639,"1998-10-27","1999-10-27"
32187,102153,"2000-07-19","2001-07-19"
218133,50726,"2000-11-29","2001-11-29"
18015,82386,"2001-10-26","9999-01-01"
443426,44848,"1994-01-23","1995-01-23"
401305,56828,"1993-12-13","1994-12-13"
442727,49422,"1999-06-26","2000-06-25"
70995,87586,"1992-07-07","1993-07-07"
11661,50466,"1996-08-23","1997-08-23"
99953,81880,"1996-05-18","1997-05-18"
476828,67779,"1994-05-04","1995-05-04"
458694,83866,"2001-02-08","2002-02-08"
22923,43991,"1988-11-06","1989-11-06"
44014,40000,"1995-04-16","1996-04-15"
53885,71338,"1999-10-07","2000-10-06"
203362,78871,"1990-02-21","1991-02-21"
204783,79408,"1991-09-12","1992-09-11"
492475,55996,"1997-01-16","1998-01-16"
412860,54859,"1996-03-12","1997-03-12"
72819,56755,"1997-07-17","1998-07-17"
454620,49140,"1986-06-09","1987-06-09"
266277,75560,"2001-09-24","9999-01-01"
420992,78503,"2001-07-08","2002-07-08"
102513,91121,"2001-03-31","2002-03-31"
62330,79775,"1988-08-28","1989-08-28"
246703,44096,"1995-03-19","1996-03-18"
27691,61215,"2000-12-04","2001-12-04"
443232,55650,"2000-09-18","2001-09-18"
63375,52609,"1994-12-07","1995-12-07"
284311,114238,"2000-05-20","2001-05-20"
27737,78345,"2001-05-13","2002-05-13"
252975,40000,"1990-12-07","1991-12-07"
72398,46889,"1998-09-20","1999-09-20"
449650,61473,"1998-11-15","1999-11-15"
212410,76252,"1996-06-15","1997-06-15"
100586,105301,"1993-07-08","1994-07-08"
417047,67385,"1999-11-12","2000-11-11"
401800,70283,"2001-03-13","2002-03-13"
28336,74293,"1999-06-19","2000-06-18"
284338,72806,"1988-02-05","1989-02-04"
208408,45392,"1995-04-22","1996-04-21"
205775,54663,"2000-10-14","2001-10-14"
46660,114605,"1996-07-12","1997-07-12"
494922,39905,"1995-04-03","1995-07-23"
274233,89863,"1996-11-15","1997-11-15"
37549,64124,"1994-12-06","1995-12-06"
93144,87073,"2000-12-26","2001-12-26"
277170,72964,"1997-06-22","1998-06-22"
13162,79279,"1993-05-18","1994-05-18"
223397,60509,"1987-02-25","1988-02-25"
266775,66409,"1988-03-24","1989-03-24"
295253,45173,"1996-10-15","1997-10-15"
289047,42905,"1986-05-01","1987-05-01"
66100,50593,"1997-05-23","1998-05-23"
60386,52986,"1994-05-01","1995-05-01"
200327,43757,"1991-07-09","1992-07-08"
296498,66692,"1995-10-12","1996-10-11"
35087,44452,"1995-10-14","1996-10-13"
221003,123093,"2002-03-15","9999-01-01"
452832,73261,"2002-01-18","9999-01-01"
432270,75595,"2002-07-20","9999-01-01"
21664,79698,"2002-01-11","9999-01-01"
426236,42445,"1994-01-07","1995-01-07"
283735,77648,"1995-03-26","1996-03-25"
23122,107900,"1998-03-31","1999-03-31"
235835,62810,"2000-01-18","2001-01-17"
263484,69319,"2000-12-28","2001-12-28"
101002,49150,"1993-11-17","1994-11-17"
289541,41511,"1996-02-19","1997-02-18"
